2.957438230514526367e-01,3.802731633186340332e-01,5.291962027549743652e-01,-5.166870951652526855e-01,-4.705675244331359863e-01,-5.722047090530395508e-01,2.949539184570312500e+00,2.762676239013671875e+00,3.628713846206665039e+00,8.760895580053329468e-03,2.000000000000000000e+00
5.630491971969604492e-01,7.087842822074890137e-01,8.401832580566406250e-01,-7.083877325057983398e-01,-6.621899604797363281e-01,-9.143047332763671875e-01,2.120973348617553711e+00,2.575420379638671875e+00,3.235380411148071289e+00,1.670403964817523956e-02,3.000000000000000000e+00
4.175741672515869141e-01,1.667297333478927612e-01,5.020104646682739258e-01,-3.895631730556488037e-01,-6.532841324806213379e-01,-8.613780736923217773e-01,1.627067565917968750e+00,1.467233061790466309e+00,2.730528593063354492e+00,1.038013771176338196e-02,5.000000000000000000e+00
4.999874830245971680e-01,5.825099349021911621e-01,7.554440498352050781e-01,-6.098413467407226562e-01,-5.855741500854492188e-01,-7.625041604042053223e-01,2.603837251663208008e+00,2.798681497573852539e+00,3.580676317214965820e+00,1.454224437475204468e-02,3.000000000000000000e+00
5.266624093055725098e-01,5.168390870094299316e-01,4.919296205043792725e-01,-5.290507674217224121e-01,-5.501297712326049805e-01,-9.325399994850158691e-01,2.075034618377685547e+00,2.059908390045166016e+00,3.107301235198974609e+00,1.223914138972759247e-02,4.000000000000000000e+00
4.385909140110015869e-01,4.329488277435302734e-01,7.333778738975524902e-01,-5.507202744483947754e-01,-6.380640268325805664e-01,-7.249542474746704102e-01,2.398363351821899414e+00,2.639085531234741211e+00,3.311929464340209961e+00,1.278623752295970917e-02,1.000000000000000000e+00
4.632338583469390869e-01,5.706533789634704590e-01,9.349539875984191895e-01,-7.294747233390808105e-01,-7.249978184700012207e-01,-7.132076621055603027e-01,2.486505508422851562e+00,2.926648139953613281e+00,3.295428991317749023e+00,1.562990806996822357e-02,5.000000000000000000e+00
1.529261469841003418e-01,3.276228010654449463e-01,8.376260995864868164e-01,-1.038272976875305176e+00,-8.722224235534667969e-01,-4.445048272609710693e-01,3.483049631118774414e+00,3.306658983230590820e+00,2.804032087326049805e+00,1.303416490554809570e-02,4.000000000000000000e+00
2.697298824787139893e-01,3.860297501087188721e-01,8.723585605621337891e-01,-7.522904276847839355e-01,-7.520915269851684570e-01,-4.424813687801361084e-01,3.254115104675292969e+00,3.429011106491088867e+00,3.398741960525512695e+00,1.296133454889059067e-02,3.000000000000000000e+00
4.731890857219696045e-01,3.753203451633453369e-01,9.426434040069580078e-01,-6.488097310066223145e-01,-8.257617950439453125e-01,-8.223425149917602539e-01,1.630567550659179688e+00,2.083959102630615234e+00,2.615906953811645508e+00,1.411610655486583710e-02,3.000000000000000000e+00
5.101013779640197754e-01,5.351509451866149902e-01,8.115988373756408691e-01,-6.200003623962402344e-01,-6.968660354614257812e-01,-8.456730246543884277e-01,2.024380922317504883e+00,2.420092344284057617e+00,3.105688571929931641e+00,1.493250951170921326e-02,0.000000000000000000e+00
1.191266104578971863e-01,1.139412894845008850e-01,5.419738292694091797e-01,-5.210395455360412598e-01,-6.158673167228698730e-01,-4.423040747642517090e-01,2.972064495086669922e+00,2.628013849258422852e+00,3.136672973632812500e+00,7.704189978539943695e-03,1.000000000000000000e+00
2.586934864521026611e-01,3.282578587532043457e-01,8.033455610275268555e-01,-6.193816661834716797e-01,-7.193845510482788086e-01,-4.155310988426208496e-01,3.185182809829711914e+00,3.423311948776245117e+00,3.413335800170898438e+00,1.139211282134056091e-02,2.000000000000000000e+00
2.747630476951599121e-01,1.915840059518814087e-01,4.923685491085052490e-01,-4.418417811393737793e-01,-5.624207258224487305e-01,-7.027387022972106934e-01,2.298284292221069336e+00,1.899539351463317871e+00,3.171808719635009766e+00,8.828666061162948608e-03,0.000000000000000000e+00
6.382953524589538574e-01,7.559120059013366699e-01,2.522544562816619873e-01,-7.453742623329162598e-01,-4.638475477695465088e-01,-1.165993332862854004e+00,1.605631589889526367e+00,1.485462903976440430e+00,2.569740772247314453e+00,1.156070735305547714e-02,2.000000000000000000e+00
4.196866750717163086e-01,5.015959739685058594e-01,7.429077625274658203e-01,-5.887259840965270996e-01,-5.611689090728759766e-01,-6.214412450790405273e-01,2.976434946060180664e+00,3.078252315521240234e+00,3.747272729873657227e+00,1.298805326223373413e-02,3.000000000000000000e+00
3.010199666023254395e-01,2.611514925956726074e-01,7.264184951782226562e-01,-4.699582457542419434e-01,-7.859765291213989258e-01,-5.400262475013732910e-01,2.271923303604125977e+00,2.991564989089965820e+00,2.746821165084838867e+00,8.824265561997890472e-03,1.000000000000000000e+00
5.630238652229309082e-01,5.710174441337585449e-01,2.840303778648376465e-01,-5.054627060890197754e-01,-5.073136687278747559e-01,-1.042221665382385254e+00,1.572951912879943848e+00,1.593677282333374023e+00,2.680061101913452148e+00,9.530531242489814758e-03,1.000000000000000000e+00
5.107772946357727051e-01,4.623748064041137695e-01,6.685411930084228516e-01,-5.798230767250061035e-01,-7.029094099998474121e-01,-9.532347917556762695e-01,1.650427699089050293e+00,1.897964239120483398e+00,2.775588274002075195e+00,1.392746809870004654e-02,4.000000000000000000e+00
4.014212787151336670e-01,6.780765056610107422e-01,6.665868163108825684e-01,-7.535771727561950684e-01,-4.863599538803100586e-01,-5.627415776252746582e-01,3.566413640975952148e+00,3.574680089950561523e+00,4.042548656463623047e+00,1.302799023687839508e-02,2.000000000000000000e+00
5.036200881004333496e-01,6.120651960372924805e-01,4.528277516365051270e-01,-5.594455599784851074e-01,-4.723913669586181641e-01,-8.427200317382812500e-01,2.416019439697265625e+00,2.437682390213012695e+00,3.328191757202148438e+00,1.102443691343069077e-02,3.000000000000000000e+00
4.723220765590667725e-01,6.982722282409667969e-01,6.875554919242858887e-01,-7.117325067520141602e-01,-4.879745543003082275e-01,-6.924182772636413574e-01,3.208499431610107422e+00,3.178779363632202148e+00,3.918367862701416016e+00,1.442000549286603928e-02,1.000000000000000000e+00
2.658646404743194580e-01,3.175985813140869141e-01,6.519389748573303223e-01,-5.518928766250610352e-01,-5.679938793182373047e-01,-4.437379539012908936e-01,3.309157848358154297e+00,3.226018905639648438e+00,3.616422653198242188e+00,9.861798956990242004e-03,1.000000000000000000e+00
4.890044629573822021e-01,3.886018991470336914e-01,8.465568423271179199e-01,-6.287891864776611328e-01,-8.163070082664489746e-01,-8.883757591247558594e-01,1.410396933555603027e+00,1.843482971191406250e+00,2.470982313156127930e+00,1.370628643780946732e-02,3.000000000000000000e+00
5.763109326362609863e-01,7.072838544845581055e-01,5.606850385665893555e-01,-6.659122705459594727e-01,-4.888384044170379639e-01,-9.305918812751770020e-01,2.444845199584960938e+00,2.408191442489624023e+00,3.445375680923461914e+00,1.438746508210897446e-02,3.000000000000000000e+00
3.161762952804565430e-01,4.090894758701324463e-01,6.816458106040954590e-01,-6.467077136039733887e-01,-5.731141567230224609e-01,-4.161766469478607178e-01,3.557559967041015625e+00,3.469833135604858398e+00,3.732400655746459961e+00,1.059696730226278305e-02,3.000000000000000000e+00
